0.1	-2.27175E-4	4.35492E-4
0.3	-6.97871E-4	4.97791E-4
0.5	-1.34406E-4	0.00122
0.7	0.00157	0.0028
0.9	0.00509	0.00376
1.1	0.00979	0.00836
1.3	0.01625	0.00942
1.5	0.02275	0.01745
1.7	0.02807	0.02434
1.9	0.03642	0.03317
2.1	0.04025	0.03919
2.3	0.04689	0.04451
2.5	0.05276	0.04855
2.7	0.05172	0.05271
2.9	0.0555	0.05765
3.1	0.06121	0.06092
3.3	0.05617	0.06042
3.5	0.06092	0.05449
3.7	0.05395	0.05767
3.9	0.05779	0.05829
4.1	0.05296	0.05544
4.3	0.0499	0.05377
4.5	0.04802	0.05255
4.7	0.04087	0.04855
4.9	0.04158	0.04208
5.1	0.03269	0.03923
5.3	0.02704	0.03114
5.5	0.02695	0.03324
5.7	0.02548	0.03089
5.9	0.02616	0.02195
6.1	0.02181	0.02534
6.3	0.01878	0.021
6.5	0.01972	0.02776
6.7	0.01408	0.0258
6.9	0.01458	0.024
7.1	0.02094	0.01548
7.3	0.00852	0.01106
7.5	0.01356	0.00927
7.7	0.00889	0.01358
7.9	0.01263	0.01833
