0.1	1.02323	0.86484
0.3	1.01707	0.86082
0.5	1.02644	0.87373
0.7	1.03734	0.8792
0.9	1.04292	0.886
1.1	1.05482	0.90363
1.3	1.06881	0.91641
1.5	1.08078	0.92945
1.7	1.09056	0.9548
1.9	1.10423	0.95933
2.1	1.11025	0.98011
2.3	1.1164	0.99212
2.5	1.12351	1.01507
2.7	1.12751	1.01834
2.9	1.12277	1.03353
3.1	1.11818	1.03817
3.3	1.10563	1.03411
3.5	1.0916	1.03103
3.7	1.08136	1.02414
3.9	1.06221	1.02781
4.1	1.04467	1.00857
4.3	1.01625	0.98587
4.5	0.99451	0.98826
4.7	0.96395	0.96915
4.9	0.94278	0.93155
5.1	0.91534	0.92131
5.3	0.89263	0.89917
5.5	0.86338	0.87893
5.7	0.83744	0.84479
5.9	0.82099	0.83594
6.1	0.7911	0.80452
6.3	0.7683	0.77543
6.5	0.74618	0.76272
6.7	0.72628	0.73928
6.9	0.70957	0.72087
7.1	0.69282	0.70401
7.3	0.67675	0.68932
7.5	0.66721	0.66657
7.7	0.64664	0.66674
7.9	0.63443	0.64189
8.1	0.62482	0.63573
8.3	0.61827	0.60791
8.5	0.60574	0.61055
8.7	0.59356	0.5796
8.9	0.58508	0.58832
9.1	0.58124	0.57231
9.3	0.57138	0.56295
9.5	0.56228	0.56594
9.7	0.56074	0.56097
9.9	0.5501	0.55526
10.1	0.55471	0.53333
10.3	0.54471	0.53076
10.5	0.54321	0.52064
10.7	0.53805	0.52505
10.9	0.53374	0.52333
11.1	0.5277	0.51847
11.3	0.52807	0.50197
11.5	0.5164	0.49611
11.7	0.52236	0.49786
11.9	0.52392	0.48875
12.1	0.52177	0.4907
12.3	0.52159	0.50063
12.5	0.50632	0.47205
12.7	0.51038	0.47792
12.9	0.5127	0.49097
13.1	0.5042	0.47806
13.3	0.50631	0.47005
13.5	0.50379	0.47795
13.7	0.51087	0.4794
13.9	0.50881	0.47901
14.1	0.50686	0.48176
14.3	0.50014	0.47584
14.5	0.49964	0.47161
14.7	0.50534	0.49003
14.9	0.50525	0.49585
15.1	0.48929	0.48257
15.3	0.50668	0.46826
15.5	0.49599	0.47888
15.7	0.51042	0.48601
15.9	0.51575	0.48471
16.1	0.5159	0.48867
16.3	0.50156	0.49095
16.5	0.50962	0.47629
16.7	0.51411	0.48851
16.9	0.51253	0.49494
17.1	0.51301	0.47552
17.3	0.51299	0.48935
17.5	0.51548	0.49504
17.7	0.52751	0.5006
17.9	0.52224	0.50208
18.1	0.50888	0.49437
18.3	0.52301	0.50913
18.5	0.50985	0.48774
18.7	0.52387	0.50135
18.9	0.52804	0.49446
19.1	0.52676	0.50467
19.3	0.53446	0.52375
19.5	0.52536	0.52002
19.7	0.52759	0.50115
19.9	0.5184	0.51725
20.1	0.53072	0.50764
20.3	0.5293	0.50745
20.5	0.53567	0.51171
20.7	0.53106	0.51125
20.9	0.54163	0.51905
21.1	0.53915	0.52618
21.3	0.54008	0.52053
21.5	0.53635	0.52668
21.7	0.5389	0.52731
21.9	0.53825	0.51414
22.1	0.53136	0.51056
22.3	0.532	0.52243
22.5	0.54478	0.53187
22.7	0.53433	0.52598
22.9	0.52926	0.52576
23.1	0.54725	0.53849
23.3	0.54849	0.52621
23.5	0.54778	0.52554
23.7	0.54038	0.51593
23.9	0.53395	0.53379
24.1	0.53806	0.53486
24.3	0.54006	0.52982
24.5	0.52857	0.52415
24.7	0.52492	0.5256
24.9	0.52932	0.52844
25.1	0.52858	0.51338
25.3	0.56107	0.52856
25.5	0.54778	0.51683
25.7	0.52345	0.51982
25.9	0.54016	0.51519
26.1	0.53493	0.54463
26.3	0.53314	0.52549
26.5	0.5433	0.5049
26.7	0.53948	0.52632
26.9	0.52681	0.52453
27.1	0.51729	0.50888
27.3	0.52045	0.52231
27.5	0.519	0.52694
27.7	0.52651	0.51497
27.9	0.501	0.50075
28.1	0.52972	0.52647
28.3	0.54461	0.54324
28.5	0.51651	0.51455
28.7	0.52609	0.52425
28.9	0.49163	0.49994
29.1	0.53436	0.50965
29.3	0.5308	0.52639
29.5	0.52899	0.50918
29.7	0.52514	0.50359
29.9	0.52115	0.50122
