0.5	1.4578566034809313	1.	0.000724867406493656
1.5	1.3953381349872345	1.	0.0005892984938014006
2.5	1.2580168643972303	1.	0.000556402965920708
3.5	1.03282710133365	1.	0.0005167105248984549
4.5	0.8207847879759856	1.	0.000486445782904434
5.5	0.6748683856369084	1.	0.0004841317323964872
6.5	0.578225556342024	1.	0.0005037856488809714
7.5	0.5192244531594049	1.	0.0005465457960584348
8.5	0.47728206002591894	1.	0.0006025469569399058
9.5	0.4502615831949452	1.	0.000675910928902527
10.5	0.43102337054457335	1.	0.0007629915991774954
11.5	0.41024127875635896	1.	0.0008493540690398395
12.5	0.4051481174432056	1.	0.0009738986734848736
13.5	0.3934046671060123	1.	0.0010925099091754471
14.5	0.38889430185409	1.	0.001239593270127087
15.5	0.3859473245706649	1.	0.0014076853133737656
17.	0.3789321682521056	2.	0.0011668316927386973
19.	0.37601621052204137	2.	0.0014579494777775014
21.	0.3753657540164778	2.	0.0018114539207866685
23.	0.3706027694325803	2.	0.002189318768765875
25.	0.3647447071053133	2.	0.002605822221807201
28.	0.37232549773707446	4.	0.002426163827460545
32.	0.37035179684051245	4.	0.003286531580772142
36.	0.37120592367784455	4.	0.004391628514439783
40.	0.39613565236300086	4.	0.005976122383593757
46.	0.3932732169085037	8.	0.0060446587062841384
