0.5	1.3864090045764552	1.	0.0006961726364445504
1.5	1.3218815497595822	1.	0.0005642329336276804
2.5	1.1962531298291152	1.	0.0005344093403933218
3.5	1.0042722663443688	1.	0.000505644743129328
4.5	0.8354280162050294	1.	0.0004932267134766937
5.5	0.7263776406482882	1.	0.0005111487617872362
6.5	0.6558496683164899	1.	0.0005513308016358538
7.5	0.619672190824625	1.	0.0006199828097433268
8.5	0.5901107333746789	1.	0.00069785748305595
9.5	0.5779876418200404	1.	0.0008021251895396201
10.5	0.5671433009842939	1.	0.0009183711403548601
11.5	0.5607484501371873	1.	0.00104888772287523
12.5	0.5627936804177581	1.	0.0012149599491288385
13.5	0.562085819472064	1.	0.00138743350210005
14.5	0.5647993550313744	1.	0.0015880066672696398
15.5	0.5801915829471218	1.	0.0018523358579947975
17.	0.5739323246224977	2.	0.0015383997199848811
19.	0.582368929103882	2.	0.0019492266447845557
21.	0.605893963430471	2.	0.0025044598346948875
23.	0.6196294381923098	2.	0.003096859641616723
25.	0.608479723314222	2.	0.003649090208029645
28.	0.6370273531963976	4.	0.0034722837475130294
32.	0.6582222983443627	4.	0.004854161887261598
36.	0.6815805721718011	4.	0.006642575817342576
40.	0.7022815808414172	4.	0.008873561468868574
46.	0.7172611501149706	8.	0.00908646517746026
