0.5	1.3278495285369034	1.	0.0006615426896856292
1.5	1.3594870013525375	1.	0.0005705835150715086
2.5	1.3524186086138124	1.	0.0005889714875088251
3.5	1.1673168796230728	1.	0.0005749231660553957
4.5	0.8841295523761556	1.	0.0005237648944018962
5.5	0.6452012144256434	1.	0.0004767546742847069
6.5	0.500814777721016	1.	0.0004613884296828936
7.5	0.427030630823737	1.	0.0004834680951060394
8.5	0.3879345553283327	1.	0.0005279553787614025
9.5	0.36975185097661356	1.	0.0005964582308462195
10.5	0.36238952054124374	1.	0.0006829105869205042
11.5	0.3553471886953492	1.	0.0007765608872771988
12.5	0.3538445850117905	1.	0.0008953818110400902
13.5	0.3536981909640208	1.	0.001023084362786755
14.5	0.3583201322188169	1.	0.001177823720331077
15.5	0.362502592437644	1.	0.0013547735753167286
17.	0.36430604273759565	2.	0.0011392211684417008
19.	0.3696115660915063	2.	0.0014377920418084627
21.	0.3833849136639871	2.	0.001845109397887537
23.	0.3885770297512712	2.	0.0022571392766928813
25.	0.39395053349397224	2.	0.0027302385943241093
28.	0.4195122272747811	4.	0.002613513848609815
32.	0.4325621393287753	4.	0.0036251941528116696
36.	0.4541916167150054	4.	0.005011038792500098
40.	0.47009997434505857	4.	0.006674226333001099
46.	0.5304830260246557	8.	0.007358528161924971
