5	0.063299	0.061470	  	0.123171	0.077071	  	0.090492	0.056410
5.5	0.062400	0.058571	  	0.118046	0.073087	  	0.089020	0.054303
6	0.061524	0.056014	  	0.113462	0.069583	  	0.087635	0.052374
6.5	0.060670	0.053740	  	0.109337	0.066481	  	0.086324	0.050600
7	0.059839	0.051707	  	0.105608	0.063717	  	0.085079	0.048965
7.5	0.059031	0.049879	  	0.102222	0.061243	  	0.083896	0.047455
8	0.058232	0.048216	  	0.099112	0.059004	  	0.082748	0.046047
8.5	0.057438	0.046691	  	0.096235	0.056963	  	0.081627	0.044728
9	0.056658	0.045293	  	0.093578	0.055102	  	0.080538	0.043496
9.5	0.055889	0.044003	  	0.091109	0.053397	  	0.079474	0.042338
10	0.055131	0.042810	  	0.088810	0.051828	  	0.078433	0.041248
10.5	0.054397	0.041709	  	0.086679	0.050391	  	0.077425	0.040227
11	0.053681	0.040689	  	0.084693	0.049066	  	0.076444	0.039265
11.5	0.052975	0.039734	  	0.082827	0.047835	  	0.075476	0.038354
12	0.052279	0.038837	  	0.081068	0.046688	  	0.074520	0.037489
12.5	0.051596	0.037994	  	0.079409	0.045618	  	0.073577	0.036668
13	0.050922	0.037198	  	0.077839	0.044616	  	0.072643	0.035885
13.5	0.050260	0.036445	  	0.076351	0.043676	  	0.071718	0.035139
14	0.049606	0.035730	  	0.074935	0.042790	  	0.070798	0.034425
14.5	0.048962	0.035048	  	0.073585	0.041954	  	0.069883	0.033741
15	0.048326	0.034397	  	0.072296	0.041162	  	0.068972	0.033085
15.5	0.047697	0.033773	  	0.071060	0.040410	  	0.068063	0.032454
16	0.047075	0.033173	  	0.069874	0.039695	  	0.067155	0.031846
16.5	0.046461	0.032596	  	0.068734	0.039012	  	0.066247	0.031260
17	0.045854	0.032040	  	0.067636	0.038361	  	0.065341	0.030695
17.5	0.045255	0.031502	  	0.066579	0.037737	  	0.064435	0.030148
18	0.044662	0.030981	  	0.065557	0.037139	  	0.063528	0.029620
18.5	0.044078	0.030477	  	0.064570	0.036564	  	0.062622	0.029108
19	0.043501	0.029987	  	0.063615	0.036011	  	0.061717	0.028611
19.5	0.042931	0.029511	  	0.062691	0.035479	  	0.060812	0.028130
20	0.042370	0.029047	  	0.061795	0.034965	  	0.059907	0.027663
20.5	0.041816	0.028595	  	0.060926	0.034468	  	0.059002	0.027209
21	0.041271	0.028155	  	0.060083	0.033988	  	0.058099	0.026767
21.5	0.040734	0.027724	  	0.059264	0.033523	  	0.057196	0.026338
22	0.040206	0.027304	  	0.058468	0.033072	  	0.056296	0.025921
22.5	0.039686	0.026893	  	0.057695	0.032634	  	0.055396	0.025514
23	0.039174	0.026491	  	0.056942	0.032208	  	0.054499	0.025118
23.5	0.038670	0.026096	  	0.056208	0.031794	  	0.053603	0.024732
24	0.038174	0.025709	  	0.055493	0.031390	  	0.052709	0.024356
24.5	0.037685	0.025328	  	0.054795	0.030995	  	0.051817	0.023989
25	0.037204	0.024954	  	0.054112	0.030609	  	0.050927	0.023630
25.5	0.036730	0.024586	  	0.053446	0.030232	  	0.050039	0.023280
26	0.036264	0.024224	  	0.052794	0.029862	  	0.049154	0.022937
26.5	0.035804	0.023867	  	0.052156	0.029500	  	0.048273	0.022603
27	0.035353	0.023516	  	0.051532	0.029144	  	0.047395	0.022276
27.5	0.034909	0.023170	  	0.050921	0.028795	  	0.046521	0.021957
28	0.034473	0.022829	  	0.050325	0.028453	  	0.045652	0.021645
28.5	0.034045	0.022493	  	0.049741	0.028117	  	0.044789	0.021341
29	0.033626	0.022162	  	0.049170	0.027787	  	0.043931	0.021043
29.5	0.033214	0.021836	  	0.048611	0.027462	  	0.043079	0.020753
30	0.032809	0.021515	  	0.048064	0.027143	  	0.042233	0.020469
30.5	0.032413	0.021198	  	0.047528	0.026828	  	0.041394	0.020192
31	0.032025	0.020886	  	0.047004	0.026519	  	0.040562	0.019921
31.5	0.031644	0.020578	  	0.046490	0.026214	  	0.039737	0.019657
32	0.03127	0.020274	  	0.045987	0.025913	  	0.038920	0.019399
32.5	0.030904	0.019975	  	0.045494	0.025616	  	0.038110	0.019147
33	0.030545	0.019679	  	0.045010	0.025324	  	0.037309	0.018901
33.5	0.030193	0.019387	  	0.044535	0.025035	  	0.036516	0.018661
34	0.029847	0.019098	  	0.044069	0.024749	  	0.035732	0.018427
34.5	0.029508	0.018814	  	0.043611	0.024467	  	0.034957	0.018199
35	0.029176	0.018533	  	0.043162	0.024188	  	0.034191	0.017976
35.5	0.028850	0.018256	  	0.042721	0.023913	  	0.033435	0.017759
36	0.028531	0.017983	  	0.042288	0.023640	  	0.032689	0.017547
36.5	0.028219	0.017713	  	0.041864	0.023371	  	0.031953	0.017341
37	0.027913	0.017447	  	0.041447	0.023105	  	0.031227	0.017140
37.5	0.027613	0.017184	  	0.041038	0.022842	  	0.030512	0.016945
38	0.027320	0.016926	  	0.040637	0.022582	  	0.029809	0.016755
38.5	0.027033	0.016671	  	0.040243	0.022325	  	0.029117	0.016571
39	0.026753	0.016420	  	0.039856	0.022070	  	0.028436	0.016392
39.5	0.026479	0.016172	  	0.039477	0.021819	  	0.027767	0.016218
40	0.026211	0.015929	  	0.039105	0.021571	  	0.027110	0.016049
40.5	0.025949	0.015688	  	0.038740	0.021325	  	0.026465	0.015886
41	0.025693	0.015452	  	0.038382	0.021082	  	0.025832	0.015727
41.5	0.025442	0.015219	  	0.038031	0.020842	  	0.025212	0.015574
42	0.025197	0.014990	  	0.037685	0.020604	  	0.024604	0.015426
42.5	0.024957	0.014764	  	0.037346	0.020369	  	0.024008	0.015282
43	0.024722	0.014542	  	0.037013	0.020136	  	0.023425	0.015143
43.5	0.024493	0.014323	  	0.036685	0.019905	  	0.022854	0.015010
44	0.024268	0.014108	  	0.036363	0.019678	  	0.022297	0.014881
44.5	0.024049	0.013896	  	0.036047	0.019452	  	0.021752	0.014756
45	0.023834	0.013688	  	0.035737	0.019229	  	0.021220	0.014636
45.5	0.023624	0.013483	  	0.035431	0.019009	  	0.020700	0.014521
46	0.023418	0.013281	  	0.035131	0.018791	  	0.020194	0.014410
46.5	0.023217	0.013083	  	0.034836	0.018575	  	0.019700	0.014304
47	0.023020	0.012889	  	0.034546	0.018361	  	0.019220	0.014203
47.5	0.022828	0.012697	  	0.034261	0.018150	  	0.018752	0.014105
48	0.022639	0.012509	  	0.033980	0.017941	  	0.018297	0.014012
48.5	0.022455	0.012325	  	0.033704	0.017734	  	0.017855	0.013923
49	0.022274	0.012144	  	0.033433	0.017530	  	0.017426	0.013838
49.5	0.022097	0.011966	  	0.033165	0.017328	  	0.017010	0.013758
50	0.021923	0.011791	  	0.032902	0.017127	  	0.016606	0.013681
