    0.500E+00  0.388E-01 
    0.150E+01  0.107E+00 
    0.250E+01  0.182E+00 
    0.350E+01  0.192E+00 
    0.450E+01  0.158E+00 
    0.550E+01  0.127E+00 
    0.650E+01  0.107E+00 
    0.750E+01  0.885E-01 
    0.850E+01  0.765E-01 
    0.950E+01  0.633E-01 
    0.105E+02  0.596E-01 
    0.115E+02  0.507E-01 
    0.125E+02  0.468E-01 
    0.135E+02  0.451E-01 
    0.145E+02  0.453E-01 
    0.155E+02  0.453E-01 
    0.165E+02  0.449E-01 
    0.175E+02  0.442E-01 
    0.185E+02  0.457E-01 
    0.215E+02  0.429E-01 
    0.245E+02  0.414E-01 
    0.275E+02  0.416E-01 
    0.305E+02  0.394E-01 
    0.335E+02  0.376E-01 
    0.365E+02  0.348E-01 
    0.395E+02  0.326E-01 
    0.425E+02  0.346E-01 
    0.455E+02  0.315E-01 
    0.485E+02  0.299E-01 
    0.515E+02  0.294E-01 
    0.545E+02  0.287E-01 
    0.575E+02  0.307E-01 
    0.605E+02  0.268E-01 
    0.635E+02  0.267E-01 
    0.665E+02  0.273E-01 
    0.695E+02  0.235E-01 
    0.725E+02  0.243E-01 
    0.755E+02  0.237E-01 
    0.785E+02  0.241E-01 
    0.815E+02  0.233E-01 
    0.845E+02  0.199E-01 
    0.875E+02  0.228E-01 
    0.905E+02  0.219E-01 
    0.935E+02  0.217E-01 
    0.965E+02  0.192E-01 
    0.995E+02  0.210E-01 
