    0.500E+00  0.297E-02 
    0.150E+01  0.314E-01 
    0.250E+01  0.639E-01 
    0.350E+01  0.733E-01 
    0.450E+01  0.449E-01 
    0.550E+01  0.405E-01 
    0.650E+01  0.287E-01 
    0.750E+01  0.151E-01 
    0.850E+01  0.736E-02 
    0.950E+01  0.121E-01 
    0.105E+02  0.948E-02 
    0.115E+02  0.272E-02 
    0.125E+02  0.155E-03 
    0.135E+02  0.281E-02 
    0.145E+02  0.193E-02 
    0.155E+02  0.214E-02 
    0.185E+02  0.562E-02 
    0.215E+02  0.531E-02 
    0.245E+02  0.310E-02 
    0.275E+02  0.362E-02 
    0.305E+02  0.728E-02 
    0.335E+02  0.223E-02 
    0.365E+02  0.522E-02 
    0.395E+02  0.420E-02 
    0.425E+02  0.609E-02 
    0.455E+02  0.410E-02 
    0.485E+02  0.380E-02 
    0.515E+02  0.388E-02 
    0.545E+02  0.474E-02 
    0.575E+02  0.196E-02 
    0.605E+02  0.276E-02 
    0.635E+02  0.105E-02 
    0.665E+02  0.140E-02 
    0.695E+02  0.285E-02 
    0.725E+02  0.370E-02 
    0.755E+02  0.355E-02 
    0.785E+02  0.136E-02 
    0.815E+02  0.680E-03 
    0.845E+02  0.282E-02 
    0.875E+02  0.157E-02 
    0.905E+02  0.294E-02 
    0.935E+02  0.160E-02 
    0.965E+02  0.109E-02 
    0.995E+02  0.156E-02 
