    0.500E+00  0.316E-01 
    0.150E+01  0.910E-01 
    0.250E+01  0.146E+00 
    0.350E+01  0.146E+00 
    0.450E+01  0.120E+00 
    0.550E+01  0.894E-01 
    0.650E+01  0.743E-01 
    0.750E+01  0.626E-01 
    0.850E+01  0.487E-01 
    0.950E+01  0.531E-01 
    0.105E+02  0.396E-01 
    0.115E+02  0.412E-01 
    0.125E+02  0.327E-01 
    0.135E+02  0.313E-01 
    0.145E+02  0.318E-01 
    0.155E+02  0.315E-01 
    0.165E+02  0.343E-01 
    0.175E+02  0.363E-01 
    0.185E+02  0.360E-01 
    0.215E+02  0.343E-01 
    0.245E+02  0.344E-01 
    0.275E+02  0.322E-01 
    0.305E+02  0.315E-01 
    0.335E+02  0.296E-01 
    0.365E+02  0.272E-01 
    0.395E+02  0.251E-01 
    0.425E+02  0.259E-01 
    0.455E+02  0.263E-01 
    0.485E+02  0.234E-01 
    0.515E+02  0.241E-01 
    0.545E+02  0.245E-01 
    0.575E+02  0.226E-01 
    0.605E+02  0.218E-01 
    0.635E+02  0.199E-01 
    0.665E+02  0.215E-01 
    0.695E+02  0.210E-01 
    0.725E+02  0.172E-01 
    0.755E+02  0.201E-01 
    0.785E+02  0.199E-01 
    0.815E+02  0.210E-01 
    0.845E+02  0.163E-01 
    0.875E+02  0.168E-01 
    0.905E+02  0.182E-01 
    0.935E+02  0.185E-01 
    0.965E+02  0.163E-01 
    0.995E+02  0.164E-01 
