    0.500E+00  0.160E-01 
    0.150E+01  0.533E-01 
    0.250E+01  0.721E-01 
    0.350E+01  0.576E-01 
    0.450E+01  0.383E-01 
    0.550E+01  0.346E-01 
    0.650E+01  0.268E-01 
    0.750E+01  0.227E-01 
    0.850E+01  0.152E-01 
    0.950E+01  0.143E-01 
    0.105E+02  0.160E-01 
    0.115E+02  0.160E-01 
    0.125E+02  0.186E-01 
    0.135E+02  0.158E-01 
    0.145E+02  0.204E-01 
    0.155E+02  0.159E-01 
    0.165E+02  0.158E-01 
    0.175E+02  0.167E-01 
    0.185E+02  0.174E-01 
    0.215E+02  0.165E-01 
    0.245E+02  0.151E-01 
    0.275E+02  0.182E-01 
    0.305E+02  0.165E-01 
    0.335E+02  0.150E-01 
    0.365E+02  0.148E-01 
    0.395E+02  0.141E-01 
    0.425E+02  0.141E-01 
    0.455E+02  0.128E-01 
    0.485E+02  0.114E-01 
    0.515E+02  0.124E-01 
    0.545E+02  0.125E-01 
    0.575E+02  0.111E-01 
    0.605E+02  0.114E-01 
    0.635E+02  0.994E-02 
    0.665E+02  0.115E-01 
    0.695E+02  0.964E-02 
    0.725E+02  0.840E-02 
    0.755E+02  0.108E-01 
    0.785E+02  0.862E-02 
    0.815E+02  0.936E-02 
    0.845E+02  0.854E-02 
    0.875E+02  0.934E-02 
    0.905E+02  0.821E-02 
    0.935E+02  0.104E-01 
    0.965E+02  0.820E-02 
    0.995E+02  0.815E-02 
